2095
2097

2098
2098
2097
2105
2098
2099
2097
2092
2097
2099
2094
2101
2099
2099
2092
2097
2099
2096
2093
2097
2095
2036
2023
2020
2023
2021
2021
2026
2026
2021
2019
2023
2024
2020
2027
2020
2021
2021
2022
2019
2016
2020
2098
2100
2098
2096
2097
2095
2104
2101
2099
2097
2101
2099
2094
2099
2096
2097
2094
2099
2093
2097
2094
2100
2099
2093
2098
2095
2096
2095
2097
2094
2097
2092
2093
2096
2098
2093
2094
2095
2098
2095
2096
2098
2094
2094
2101
2096
2098
2094
2095
2096
2092
2097
2097
2099
2096
2102
2103
2096
2099
2098
2101
2103
2097
2094
2100
2102
2105
2095
2099
2097
2100
2094
2095
2097
2094
2097
2096
2095
2097
2096
2098
2098
2098
2097
2098
2098
2100
2096
2099
2105
2097
2098
2098
2097
2094
2101
2096
2097
2096
2099
2097
2096
2096
2095
2097
2095
2095
2094
2096
2100
2104
2094
2098
2095
2096
2099
2096
2098
2096
2094
2097
2094
2100
2097
2097
2096
2095
2093
2097
2096
2098
2093
2096
2095
2095
2094
2095
2097
2097
2096
2097
2099
2096
2096
2096
2094
2095
2099
2099
2100
2094
2098
2100
2097
2094
2095
2103
2095
2096
2095
2100
2094
2095
2097
2098
2099
2096
2106
2096
2095
2098
2096
2098
2098
2096
2097
2097
2099
2101
2101
2097
2100
2097
2098
2095
2102
2095
2098
2097
2097
2096
2096
2105
2096
2096
2101
2097
2097
2099
2100
2109
2099
2096
2094
2098
2094
2095
2093
2098
2097
2099
2095
2096
2093
2095
2094
2098
2097
2096
2095
2099
2093
2098
2097
2096
2094
2098
2100
2098
2093
2097
2094
2096
2096
2098
2096
2100
2098
2097
2096
2098
2097
2100
2097
2097
2096
2095
2102
2095
2095
2097
2102
2099
2098
2096
2098
2094
2098
2098
2099
2096
2099
2101
2098
2096
2094
2099
2094
2097
2098
2095
2091
2098
2099
2098
2098
2093
2099
2102
2095
2100
2097
2098
2097
2093
2098
2095
2093
2096
2101
2098
2099
2093
2090
2098
2093
2098
2095
2099
2096
2095
2097
2098
2096
2097
2095
2096
2097
2097
2095
2096
2100
2097
2092
2093
2099
2099
2096
2096
2096
2097
2097
2099
2098
2095
2099
2091
2097
2097
2096
2098
2095
2091
2091
2096
2094
2097
2096
2096
2094
2097
2096
2099
2095
2096
2097
2095
2097
2095
2098
2096
2093
2092
2094
2098
2097
2099
2103
2094
2094
2094
2095
2102
2095
2099
2095
2097
2094
2098
2094
2095
2096
2098
2095
2094
2099
2099
2097
2097
2097
2096
2101
2093
2095
2096
2097
2094
2097
2095
2097
2093
2100
2101
2094
2095
2095
2104
2097
2096
2094
2102
2097
2098
2099
2101
2096
2094
2095
2096
2098
2094
2098
2096
2092
2097
2094
2098
2097
2096
2093
2098
2098
2092
2096
2097
2099
2095
2097
2109
2095
2097
2094
2092
2093
2097
2099
2096
2096
2097
2097
2100
2094
2094
2095
2098
2096
2096
2096
2097
2098
2097
2093
2095
2095
2095
2095
2094
2092
2093
2094
2095
2102
2097
2093
2098
2095
2099
2098
2094
2097
2099
2093
2096
2095
2092
2097
2095
2097
2095
2098
2102
2098
2096
2100
2098
2093
2093
2094
2092
2100
2096
2096
2098
2094
2100
2097
2096
2094
2096
2095
2098
2098
2096
2109
2096
2097
2096
2098
2093
2095
2108
2096
2097
2096
2098
2111
2101
2092
2099
2098
2100
2096
2099
2097
2103
2093
2101
2095
2094
2100
2096
2098
2107
2098
2093
2096
2095
2097
2096
2098
2095
2097
2094
2097
2098
2097
2093
2096
2096
2095
2096
2096
2096
2096
2094
2100
2096
2091
2093
2096
2096
2100
2100
2108
2098
2097
2096
2097
2097
2099
2098
2093
2099
2097
2099
2101
2096
2096
2094
2097
2095
2097
2096
2096
2094
2099
2095
2097
2094
2101
2090
2100
2100
2097
2091
2098
2096
2097
2095
2097
2097
2096
2094
2094
2097
2097
2098
2097
2098
2091
2096
2100
2096
2094
2093
2096
2094
2098
2098
2094
2092
2098
2097
2095
2100
2096
2099
2098
2098
2095
2099
2099
2101
2092
2096
2100
2100
2099
2099
2095
2099
2104
2092
2094
2097
2102
2099
2092
2095
2094
2093
2099
2097
2101
2096
2093
2096
2111
2097
2099
2105
2095
2102
2096
2095
2099
2095
2095
2097
2093
2096
2098
2100
2095
2095
2095
2095
2096
2094
2093
2096
2096
2097
2095
2093
2091
2097
2095
2098
2099
2095
2098
2095
2097
2097
2098
2095
2099
2094
2091
2098
2094
2104
2098
2096
2096
2094
2097
2096
2097
2096
2090
2097
2093
2096
2101
2098
2098
2101
2099
2094
2098
2095
2096
2095
2095
2098
2094
2094
2100
2098
2098
2097
2098
2100
2095
2096
2099
2099
2098
2096
2094
2103
2099
2096
2096
2097
2092
2092
2099
2098
2097
2094
2090
2092
2096
2096
2094
2095
2094
2106
2099
2096
2098
2095
2096
2097
2098
2097
2094
2097
2096
2093
2097
2094
2095
2095
2099
2093
2098
2093
2096
2097
2097
2097
2094
2091
2096
2100
2101
2096
2093
2097
2095
2098
2095
2101
2098
2098
2096
2099
2098
2097
2095
2100
2098
2093
2094
2097
2099
2091
2100
2092
2092
2099
2094
2096
2094
2096
2098
2095
2090
2096
2098
2095
2097
2098
2093
2099
2095
2096
2099
2098
2098
2092
2093
2099
2094
2101
2097
2095
2093
2097
2102
2093
2097
2097
2095
2095
2096
2092
2094
2095
2096
2089
2095
2094
2097
2096
2093
2097
2095
2100
2096
2098
2097
2096
